MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan
2527,2025-01-01,2025,Finance,Finance Manager,0,0.05102040816326531,0,0.2
2530,2025-01-01,2025,Information Technology,System Administrator,0,0.1610337972166998,0,0.2
2531,2025-01-01,2025,Human Resources,Recruiter,0,0.11397627643115008,0,0.2
2533,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.05102040816326531,0,0.2
2537,2025-01-01,2025,Operations,Procurement Specialist,0,0.05102040816326531,0,0.2
2539,2025-01-01,2025,Marketing,Content Specialist,1,0.03574033552151714,0,0.2
2542,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0681453768038482,0,0.2
2547,2025-01-01,2025,Finance,Finance Manager,0,0.12382739212007504,0,0.2
2549,2025-01-01,2025,Information Technology,Data Analyst,0,0.0681453768038482,0,0.2
2550,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.42701525054466233,1,0.2
2551,2025-01-01,2025,Information Technology,IT Support,0,0.29411764705882354,1,0.2
2554,2025-01-01,2025,Marketing,Marketing Manager,0,0.0935672514619883,0,0.2
2557,2025-01-01,2025,Marketing,Marketing Executive,0,0.1956521739130435,0,0.2
2558,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
2560,2025-01-01,2025,Sales,Sales Executive,0,0.1179245283018868,0,0.2
2561,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1610337972166998,0,0.2
2563,2025-01-01,2025,Operations,Operations Manager,0,0.0935672514619883,0,0.2
2564,2025-01-01,2025,Marketing,Marketing Manager,0,0.0935672514619883,0,0.2
2566,2025-01-01,2025,Marketing,Marketing Executive,0,0.13513513513513514,0,0.2
2568,2025-01-01,2025,Finance,Finance Manager,0,0.29411764705882354,1,0.2
2569,2025-01-01,2025,Information Technology,QA Engineer,1,0.3035143769968051,1,0.2
2571,2025-01-01,2025,Information Technology,System Administrator,0,0.05102040816326531,0,0.2
2572,2025-01-01,2025,Finance,Accountant,0,0.21639344262295082,1,0.2
2573,2025-01-01,2025,Sales,Sales Executive,1,0.15979381443298968,0,0.2
2574,2025-01-01,2025,Information Technology,QA Engineer,0,0.21639344262295082,1,0.2
2576,2025-01-01,2025,Human Resources,Recruiter,1,0.21639344262295082,1,0.2
2577,2025-01-01,2025,Marketing,Content Specialist,0,0.11397627643115008,0,0.2
2579,2025-01-01,2025,Operations,Procurement Specialist,0,0.06978233034571063,0,0.2
2581,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
2584,2025-01-01,2025,Sales,Sales Supervisor,0,0.12382739212007504,0,0.2
2585,2025-01-01,2025,Sales,Account Manager,0,0.1610337972166998,0,0.2
2587,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
2588,2025-01-01,2025,Marketing,Marketing Manager,0,0.22927879440258342,1,0.2
2593,2025-01-01,2025,Finance,Accountant,0,0.12827225130890052,0,0.2
2596,2025-01-01,2025,Marketing,Content Specialist,0,0.0935672514619883,0,0.2
2597,2025-01-01,2025,Finance,Accountant,0,0.3035143769968051,1,0.2
2599,2025-01-01,2025,Sales,Account Manager,0,0.05102040816326531,0,0.2
2602,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.3035143769968051,1,0.2
2605,2025-01-01,2025,Human Resources,Recruiter,1,0.1956521739130435,0,0.2
2607,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.2242152466367713,1,0.2
2609,2025-01-01,2025,Operations,Operations Manager,1,0.06978233034571063,0,0.2
2614,2025-01-01,2025,Information Technology,Data Analyst,0,0.05102040816326531,0,0.2
2615,2025-01-01,2025,Information Technology,System Administrator,0,0.19791666666666666,0,0.2
2616,2025-01-01,2025,Human Resources,HR Manager,0,0.0681453768038482,0,0.2
2618,2025-01-01,2025,Human Resources,HR Manager,0,0.2608695652173913,1,0.2
2623,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0935672514619883,0,0.2
2624,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.06978233034571063,0,0.2
2626,2025-01-01,2025,Marketing,Marketing Executive,0,0.15187376725838264,0,0.2
2629,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
2630,2025-01-01,2025,Operations,Procurement Specialist,1,0.13513513513513514,0,0.2
2635,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
2637,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
2639,2025-01-01,2025,Finance,Internal Auditor,0,0.1610337972166998,0,0.2
2640,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05102040816326531,0,0.2
2642,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.2242152466367713,1,0.2
2643,2025-01-01,2025,Marketing,Content Specialist,0,0.21639344262295082,1,0.2
2644,2025-01-01,2025,Information Technology,IT Support,0,0.29411764705882354,1,0.2
2645,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.36619718309859156,1,0.2
2646,2025-01-01,2025,Sales,Sales Supervisor,0,0.05102040816326531,0,0.2
2647,2025-01-01,2025,Human Resources,HR Manager,0,0.06978233034571063,0,0.2
2650,2025-01-01,2025,Operations,Operations Manager,0,0.07101167315175097,0,0.2
2653,2025-01-01,2025,Marketing,Marketing Manager,1,0.0935672514619883,0,0.2
2654,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.32432432432432434,1,0.2
2655,2025-01-01,2025,Human Resources,HR Manager,0,0.36619718309859156,1,0.2
2656,2025-01-01,2025,Sales,Sales Supervisor,0,0.0681453768038482,0,0.2
2659,2025-01-01,2025,Information Technology,Data Analyst,0,0.0935672514619883,0,0.2
2661,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
2664,2025-01-01,2025,Sales,Sales Executive,0,0.4198473282442748,1,0.2
2668,2025-01-01,2025,Finance,Financial Analyst,0,0.1956521739130435,0,0.2
2669,2025-01-01,2025,Finance,Accountant,0,0.0935672514619883,0,0.2
2670,2025-01-01,2025,Sales,Account Manager,0,0.0935672514619883,0,0.2
2671,2025-01-01,2025,Sales,Sales Representative,0,0.12382739212007504,0,0.2
2673,2025-01-01,2025,Information Technology,QA Engineer,0,0.29411764705882354,1,0.2
2675,2025-01-01,2025,Human Resources,Recruiter,0,0.06978233034571063,0,0.2
2677,2025-01-01,2025,Sales,Account Manager,0,0.0935672514619883,0,0.2
2679,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.12827225130890052,0,0.2
2680,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.07101167315175097,0,0.2
2681,2025-01-01,2025,Information Technology,Data Analyst,1,0.05102040816326531,0,0.2
2682,2025-01-01,2025,Marketing,Content Specialist,0,0.3035143769968051,1,0.2
2688,2025-01-01,2025,Marketing,Content Specialist,0,0.32432432432432434,1,0.2
2689,2025-01-01,2025,Human Resources,HR Manager,0,0.0681453768038482,0,0.2
2692,2025-01-01,2025,Finance,Accountant,0,0.05102040816326531,0,0.2
2694,2025-01-01,2025,Operations,Operations Executive,0,0.34782608695652173,1,0.2
2695,2025-01-01,2025,Information Technology,Software Engineer,0,0.1956521739130435,0,0.2
2697,2025-01-01,2025,Human Resources,HR Manager,0,0.06978233034571063,0,0.2
2702,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
2705,2025-01-01,2025,Operations,Operations Manager,0,0.05102040816326531,0,0.2
2707,2025-01-01,2025,Finance,Accountant,0,0.12382739212007504,0,0.2
2709,2025-01-01,2025,Finance,Finance Manager,1,0.0935672514619883,0,0.2
2710,2025-01-01,2025,Finance,Accountant,1,0.21639344262295082,1,0.2
2711,2025-01-01,2025,Operations,Operations Executive,0,0.0935672514619883,0,0.2
2712,2025-01-01,2025,Marketing,Content Specialist,1,0.2163265306122449,1,0.2
2713,2025-01-01,2025,Human Resources,C&B Specialist,0,0.32432432432432434,1,0.2
2716,2025-01-01,2025,Marketing,Marketing Executive,0,0.07101167315175097,0,0.2
2719,2025-01-01,2025,Marketing,Content Specialist,0,0.11397627643115008,0,0.2
2721,2025-01-01,2025,Marketing,Marketing Manager,1,0.29411764705882354,1,0.2
2724,2025-01-01,2025,Marketing,Marketing Executive,0,0.15979381443298968,0,0.2
2726,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
2727,2025-01-01,2025,Marketing,Content Specialist,0,0.13793103448275862,0,0.2
2729,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
2730,2025-01-01,2025,Sales,Account Manager,0,0.0681453768038482,0,0.2
2734,2025-01-01,2025,Sales,Sales Supervisor,0,0.13513513513513514,0,0.2
2735,2025-01-01,2025,Finance,Accountant,1,0.22927879440258342,1,0.2
2738,2025-01-01,2025,Finance,Accountant,0,0.06978233034571063,0,0.2
2740,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.32432432432432434,1,0.2
2741,2025-01-01,2025,Operations,Procurement Specialist,0,0.06978233034571063,0,0.2
2743,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
2744,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
2745,2025-01-01,2025,Marketing,Marketing Executive,0,0.07101167315175097,0,0.2
2746,2025-01-01,2025,Sales,Sales Executive,0,0.29411764705882354,1,0.2
2747,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.13513513513513514,0,0.2
2753,2025-01-01,2025,Information Technology,QA Engineer,0,0.0681453768038482,0,0.2
2754,2025-01-01,2025,Operations,Operations Manager,1,0.5116959064327485,1,0.2
2756,2025-01-01,2025,Information Technology,Software Engineer,0,0.1610337972166998,0,0.2
2758,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
2760,2025-01-01,2025,Human Resources,C&B Specialist,0,0.13513513513513514,0,0.2
2764,2025-01-01,2025,Information Technology,QA Engineer,0,0.3035143769968051,1,0.2
2765,2025-01-01,2025,Operations,Procurement Specialist,0,0.07101167315175097,0,0.2
2767,2025-01-01,2025,Human Resources,Recruiter,0,0.2163265306122449,1,0.2
2770,2025-01-01,2025,Human Resources,Recruiter,0,0.07101167315175097,0,0.2
2771,2025-01-01,2025,Sales,Sales Representative,0,0.25663716814159293,1,0.2
2774,2025-01-01,2025,Human Resources,HR Manager,0,0.11397627643115008,0,0.2
2775,2025-01-01,2025,Human Resources,HR Manager,0,0.0935672514619883,0,0.2
2778,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.16176470588235295,0,0.2
2780,2025-01-01,2025,Finance,Internal Auditor,0,0.0935672514619883,0,0.2
2781,2025-01-01,2025,Sales,Sales Representative,0,0.1610337972166998,0,0.2
2784,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
2785,2025-01-01,2025,Marketing,Marketing Manager,0,0.06978233034571063,0,0.2
2786,2025-01-01,2025,Human Resources,HR Manager,0,0.1956521739130435,0,0.2
2787,2025-01-01,2025,Finance,Accountant,0,0.1956521739130435,0,0.2
2790,2025-01-01,2025,Information Technology,System Administrator,0,0.1179245283018868,0,0.2
2795,2025-01-01,2025,Human Resources,HR Manager,0,0.0681453768038482,0,0.2
2799,2025-01-01,2025,Marketing,Content Specialist,0,0.07101167315175097,0,0.2
2803,2025-01-01,2025,Sales,Account Manager,0,0.0681453768038482,0,0.2
2804,2025-01-01,2025,Human Resources,Recruiter,0,0.21639344262295082,1,0.2
2806,2025-01-01,2025,Human Resources,HR Executive,0,0.05102040816326531,0,0.2
2810,2025-01-01,2025,Operations,Procurement Specialist,0,0.0681453768038482,0,0.2
2811,2025-01-01,2025,Information Technology,Data Analyst,1,0.4198473282442748,1,0.2
2814,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
2815,2025-01-01,2025,Marketing,Marketing Manager,0,0.13513513513513514,0,0.2
2816,2025-01-01,2025,Sales,Sales Representative,1,0.0935672514619883,0,0.2
2819,2025-01-01,2025,Human Resources,Recruiter,0,0.2288135593220339,1,0.2
2820,2025-01-01,2025,Human Resources,Recruiter,0,0.0681453768038482,0,0.2
2821,2025-01-01,2025,Finance,Financial Analyst,0,0.22927879440258342,1,0.2
2822,2025-01-01,2025,Information Technology,Data Analyst,0,0.05102040816326531,0,0.2
2823,2025-01-01,2025,Operations,Operations Manager,0,0.05102040816326531,0,0.2
2824,2025-01-01,2025,Information Technology,QA Engineer,0,0.07101167315175097,0,0.2
2826,2025-01-01,2025,Operations,Procurement Specialist,1,0.1956521739130435,0,0.2
2829,2025-01-01,2025,Operations,Operations Executive,0,0.22927879440258342,1,0.2
2832,2025-01-01,2025,Finance,Finance Manager,0,0.1610337972166998,0,0.2
2834,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
2837,2025-01-01,2025,Sales,Account Manager,1,0.07101167315175097,0,0.2
2838,2025-01-01,2025,Marketing,Marketing Manager,1,0.12382739212007504,0,0.2
2840,2025-01-01,2025,Information Technology,QA Engineer,1,0.13513513513513514,0,0.2
2845,2025-01-01,2025,Sales,Sales Executive,0,0.1610337972166998,0,0.2
2846,2025-01-01,2025,Operations,Procurement Specialist,0,0.12827225130890052,0,0.2
2855,2025-01-01,2025,Operations,Operations Manager,0,0.1956521739130435,0,0.2
2860,2025-01-01,2025,Marketing,Marketing Manager,0,0.12382739212007504,0,0.2
2862,2025-01-01,2025,Human Resources,HR Manager,0,0.13513513513513514,0,0.2
2863,2025-01-01,2025,Marketing,Marketing Executive,0,0.13513513513513514,0,0.2
2864,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
2877,2025-01-01,2025,Finance,Accountant,0,0.22927879440258342,1,0.2
2878,2025-01-01,2025,Sales,Sales Representative,0,0.12827225130890052,0,0.2
2881,2025-01-01,2025,Information Technology,Data Analyst,0,0.29411764705882354,1,0.2
2884,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0681453768038482,0,0.2
2885,2025-01-01,2025,Information Technology,Data Analyst,0,0.21052631578947367,1,0.2
2886,2025-01-01,2025,Marketing,Marketing Manager,1,0.15187376725838264,0,0.2
2887,2025-01-01,2025,Human Resources,HR Executive,0,0.07101167315175097,0,0.2
2893,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05102040816326531,0,0.2
2894,2025-01-01,2025,Marketing,Marketing Manager,0,0.1956521739130435,0,0.2
2898,2025-01-01,2025,Human Resources,Recruiter,0,0.05102040816326531,0,0.2
2901,2025-01-01,2025,Information Technology,QA Engineer,1,0.21639344262295082,1,0.2
2902,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
2909,2025-01-01,2025,Finance,Financial Analyst,0,0.35294117647058826,1,0.2
2913,2025-01-01,2025,Finance,Accountant,0,0.0681453768038482,0,0.2
2919,2025-01-01,2025,Sales,Account Manager,0,0.15187376725838264,0,0.2
2920,2025-01-01,2025,Sales,Sales Executive,0,0.35294117647058826,1,0.2
2921,2025-01-01,2025,Information Technology,IT Support,0,0.15979381443298968,0,0.2
2922,2025-01-01,2025,Human Resources,C&B Specialist,1,0.15187376725838264,0,0.2
2924,2025-01-01,2025,Operations,Operations Manager,0,0.13513513513513514,0,0.2
2926,2025-01-01,2025,Information Technology,Software Engineer,1,0.35294117647058826,1,0.2
2928,2025-01-01,2025,Information Technology,Data Analyst,0,0.06978233034571063,0,0.2
2929,2025-01-01,2025,Finance,Internal Auditor,0,0.2163265306122449,1,0.2
2934,2025-01-01,2025,Operations,Operations Executive,0,0.11397627643115008,0,0.2
2936,2025-01-01,2025,Marketing,Content Specialist,0,0.42701525054466233,1,0.2
2937,2025-01-01,2025,Information Technology,IT Support,0,0.0935672514619883,0,0.2
2942,2025-01-01,2025,Marketing,Marketing Executive,0,0.06978233034571063,0,0.2
2944,2025-01-01,2025,Information Technology,IT Support,0,0.1610337972166998,0,0.2
2945,2025-01-01,2025,Marketing,Marketing Manager,0,0.0935672514619883,0,0.2
2946,2025-01-01,2025,Information Technology,QA Engineer,0,0.11397627643115008,0,0.2
2949,2025-01-01,2025,Marketing,Digital Marketing Specialist,1,0.1610337972166998,0,0.2
2950,2025-01-01,2025,Finance,Accountant,0,0.13513513513513514,0,0.2
2954,2025-01-01,2025,Marketing,Content Specialist,0,0.2777777777777778,1,0.2
2955,2025-01-01,2025,Information Technology,Data Analyst,0,0.0681453768038482,0,0.2
2957,2025-01-01,2025,Finance,Accountant,0,0.1956521739130435,0,0.2
2960,2025-01-01,2025,Operations,Operations Executive,0,0.36619718309859156,1,0.2
2961,2025-01-01,2025,Information Technology,Software Engineer,1,0.22927879440258342,1,0.2
2963,2025-01-01,2025,Marketing,Marketing Executive,0,0.1179245283018868,0,0.2
2964,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
2967,2025-01-01,2025,Finance,Financial Analyst,0,0.12382739212007504,0,0.2
2968,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05102040816326531,0,0.2
2969,2025-01-01,2025,Sales,Sales Representative,0,0.1179245283018868,0,0.2
2972,2025-01-01,2025,Marketing,Content Specialist,0,0.11397627643115008,0,0.2
2975,2025-01-01,2025,Human Resources,HR Executive,0,0.32432432432432434,1,0.2
2978,2025-01-01,2025,Finance,Finance Manager,0,0.07101167315175097,0,0.2
2985,2025-01-01,2025,Sales,Sales Representative,0,0.12827225130890052,0,0.2
2986,2025-01-01,2025,Sales,Account Manager,0,0.3035143769968051,1,0.2
2990,2025-01-01,2025,Human Resources,HR Manager,0,0.11397627643115008,0,0.2
2991,2025-01-01,2025,Information Technology,Data Analyst,0,0.15979381443298968,0,0.2
2994,2025-01-01,2025,Information Technology,Software Engineer,0,0.05102040816326531,0,0.2
2995,2025-01-01,2025,Marketing,Content Specialist,0,0.21639344262295082,1,0.2
2996,2025-01-01,2025,Information Technology,IT Support,0,0.21052631578947367,1,0.2
2997,2025-01-01,2025,Sales,Sales Supervisor,0,0.07101167315175097,0,0.2
2998,2025-01-01,2025,Operations,Operations Manager,1,0.11397627643115008,0,0.2
3000,2025-01-01,2025,Finance,Internal Auditor,0,0.07101167315175097,0,0.2
3004,2025-01-01,2025,Marketing,Marketing Manager,1,0.1179245283018868,0,0.2
3005,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
3006,2025-01-01,2025,Information Technology,System Administrator,0,0.0681453768038482,0,0.2
3011,2025-01-01,2025,Sales,Sales Executive,1,0.06978233034571063,0,0.2
3014,2025-01-01,2025,Marketing,Marketing Manager,0,0.11397627643115008,0,0.2
3016,2025-01-01,2025,Information Technology,Data Analyst,0,0.4198473282442748,1,0.2
3017,2025-01-01,2025,Human Resources,HR Executive,1,0.5116959064327485,1,0.2
3018,2025-01-01,2025,Information Technology,Data Analyst,1,0.11397627643115008,0,0.2
3027,2025-01-01,2025,Marketing,Marketing Executive,0,0.1610337972166998,0,0.2
3031,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0681453768038482,0,0.2
3032,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07101167315175097,0,0.2
3034,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.06978233034571063,0,0.2
3035,2025-01-01,2025,Human Resources,HR Manager,0,0.1610337972166998,0,0.2
3038,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
3041,2025-01-01,2025,Human Resources,HR Executive,0,0.0681453768038482,0,0.2
3044,2025-01-01,2025,Human Resources,C&B Specialist,0,0.1610337972166998,0,0.2
3045,2025-01-01,2025,Operations,Operations Executive,0,0.13513513513513514,0,0.2
3047,2025-01-01,2025,Human Resources,C&B Specialist,0,0.2777777777777778,1,0.2
3049,2025-01-01,2025,Finance,Finance Manager,0,0.11397627643115008,0,0.2
3050,2025-01-01,2025,Human Resources,C&B Specialist,0,0.16176470588235295,0,0.2
3051,2025-01-01,2025,Information Technology,System Administrator,0,0.21639344262295082,1,0.2
3052,2025-01-01,2025,Human Resources,Recruiter,0,0.12382739212007504,0,0.2
3054,2025-01-01,2025,Marketing,Marketing Manager,0,0.13513513513513514,0,0.2
3056,2025-01-01,2025,Operations,Operations Manager,0,0.07101167315175097,0,0.2
3057,2025-01-01,2025,Finance,Finance Manager,0,0.36363636363636365,1,0.2
3059,2025-01-01,2025,Human Resources,C&B Specialist,0,0.05102040816326531,0,0.2
3061,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
3062,2025-01-01,2025,Operations,Operations Manager,0,0.573170731707317,1,0.2
3064,2025-01-01,2025,Finance,Accountant,0,0.33969465648854963,1,0.2
3066,2025-01-01,2025,Human Resources,HR Manager,0,0.1179245283018868,0,0.2
3068,2025-01-01,2025,Human Resources,HR Executive,0,0.3035143769968051,1,0.2
3070,2025-01-01,2025,Marketing,Marketing Manager,0,0.12382739212007504,0,0.2
3072,2025-01-01,2025,Sales,Sales Representative,0,0.0681453768038482,0,0.2
3073,2025-01-01,2025,Finance,Finance Manager,1,0.12382739212007504,0,0.2
3074,2025-01-01,2025,Marketing,Marketing Manager,0,0.15979381443298968,0,0.2
3075,2025-01-01,2025,Finance,Accountant,1,0.21639344262295082,1,0.2
3084,2025-01-01,2025,Operations,Procurement Specialist,0,0.13513513513513514,0,0.2
3086,2025-01-01,2025,Operations,Operations Manager,0,0.11397627643115008,0,0.2
3088,2025-01-01,2025,Information Technology,QA Engineer,0,0.21639344262295082,1,0.2
3092,2025-01-01,2025,Marketing,Marketing Manager,0,0.21639344262295082,1,0.2
3093,2025-01-01,2025,Marketing,Marketing Manager,1,0.11397627643115008,0,0.2
3098,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
3099,2025-01-01,2025,Information Technology,IT Support,0,0.2777777777777778,1,0.2
3101,2025-01-01,2025,Human Resources,HR Manager,0,0.29411764705882354,1,0.2
3102,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
3105,2025-01-01,2025,Finance,Finance Manager,0,0.22927879440258342,1,0.2
3106,2025-01-01,2025,Finance,Finance Manager,0,0.0935672514619883,0,0.2
3107,2025-01-01,2025,Sales,Sales Representative,0,0.11397627643115008,0,0.2
3110,2025-01-01,2025,Finance,Finance Manager,0,0.11397627643115008,0,0.2
3111,2025-01-01,2025,Sales,Account Manager,1,0.2288135593220339,1,0.2
3112,2025-01-01,2025,Information Technology,Data Analyst,1,0.05102040816326531,0,0.2
3113,2025-01-01,2025,Finance,Internal Auditor,0,0.05102040816326531,0,0.2
3115,2025-01-01,2025,Marketing,Marketing Manager,0,0.29411764705882354,1,0.2
3117,2025-01-01,2025,Finance,Financial Analyst,1,0.21639344262295082,1,0.2
3118,2025-01-01,2025,Sales,Sales Supervisor,0,0.05102040816326531,0,0.2
3122,2025-01-01,2025,Marketing,Content Specialist,0,0.22927879440258342,1,0.2
3123,2025-01-01,2025,Sales,Account Manager,0,0.13513513513513514,0,0.2
3125,2025-01-01,2025,Information Technology,Software Engineer,1,0.2608695652173913,1,0.2
3126,2025-01-01,2025,Information Technology,QA Engineer,0,0.16176470588235295,0,0.2
3129,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.03574033552151714,0,0.2
3131,2025-01-01,2025,Marketing,Marketing Executive,0,0.33969465648854963,1,0.2
3134,2025-01-01,2025,Operations,Operations Manager,0,0.29411764705882354,1,0.2
3135,2025-01-01,2025,Human Resources,Recruiter,0,0.06978233034571063,0,0.2
3136,2025-01-01,2025,Human Resources,Recruiter,1,0.5416666666666666,1,0.2
3137,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
3138,2025-01-01,2025,Sales,Sales Executive,0,0.0681453768038482,0,0.2
3144,2025-01-01,2025,Sales,Sales Supervisor,0,0.7058823529411765,1,0.2
3145,2025-01-01,2025,Information Technology,System Administrator,0,0.1956521739130435,0,0.2
3146,2025-01-01,2025,Information Technology,QA Engineer,0,0.1179245283018868,0,0.2
3150,2025-01-01,2025,Human Resources,Recruiter,0,0.07101167315175097,0,0.2
3154,2025-01-01,2025,Finance,Finance Manager,0,0.05102040816326531,0,0.2
3157,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
3163,2025-01-01,2025,Finance,Financial Analyst,0,0.40318302387267907,1,0.2
3165,2025-01-01,2025,Marketing,Marketing Manager,0,0.11397627643115008,0,0.2
3167,2025-01-01,2025,Information Technology,System Administrator,0,0.13513513513513514,0,0.2
3168,2025-01-01,2025,Human Resources,HR Manager,0,0.1986970684039088,0,0.2
3170,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.15187376725838264,0,0.2
3171,2025-01-01,2025,Human Resources,HR Manager,0,0.33969465648854963,1,0.2
3172,2025-01-01,2025,Sales,Sales Executive,1,0.29411764705882354,1,0.2
3174,2025-01-01,2025,Finance,Finance Manager,0,0.40318302387267907,1,0.2
3176,2025-01-01,2025,Human Resources,HR Executive,0,0.21052631578947367,1,0.2
3178,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
3180,2025-01-01,2025,Information Technology,System Administrator,0,0.22927879440258342,1,0.2
3181,2025-01-01,2025,Finance,Finance Manager,0,0.07101167315175097,0,0.2
3182,2025-01-01,2025,Sales,Sales Executive,0,0.07101167315175097,0,0.2
3184,2025-01-01,2025,Human Resources,HR Executive,0,0.05102040816326531,0,0.2
3185,2025-01-01,2025,Information Technology,Data Analyst,1,0.1956521739130435,0,0.2
3186,2025-01-01,2025,Human Resources,HR Executive,0,0.0935672514619883,0,0.2
3189,2025-01-01,2025,Sales,Sales Executive,1,0.21052631578947367,1,0.2
3190,2025-01-01,2025,Marketing,Marketing Manager,1,0.42701525054466233,1,0.2
3191,2025-01-01,2025,Human Resources,C&B Specialist,0,0.0681453768038482,0,0.2
3192,2025-01-01,2025,Information Technology,Software Engineer,0,0.0681453768038482,0,0.2
3195,2025-01-01,2025,Information Technology,QA Engineer,0,0.0681453768038482,0,0.2
3196,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.2163265306122449,1,0.2
3199,2025-01-01,2025,Human Resources,C&B Specialist,0,0.29411764705882354,1,0.2
3200,2025-01-01,2025,Human Resources,HR Executive,0,0.06978233034571063,0,0.2
3201,2025-01-01,2025,Marketing,Content Specialist,1,0.29411764705882354,1,0.2
3202,2025-01-01,2025,Operations,Operations Manager,0,0.4198473282442748,1,0.2
3205,2025-01-01,2025,Human Resources,Recruiter,0,0.11397627643115008,0,0.2
3206,2025-01-01,2025,Marketing,Marketing Executive,0,0.03574033552151714,0,0.2
3207,2025-01-01,2025,Marketing,Content Specialist,0,0.03574033552151714,0,0.2
3208,2025-01-01,2025,Finance,Accountant,0,0.06978233034571063,0,0.2
3210,2025-01-01,2025,Operations,Operations Executive,0,0.0681453768038482,0,0.2
3212,2025-01-01,2025,Marketing,Marketing Manager,0,0.03574033552151714,0,0.2
3215,2025-01-01,2025,Sales,Sales Supervisor,0,0.0681453768038482,0,0.2
3216,2025-01-01,2025,Information Technology,IT Support,0,0.0681453768038482,0,0.2
3217,2025-01-01,2025,Information Technology,Data Analyst,0,0.11397627643115008,0,0.2
3224,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.07101167315175097,0,0.2
3228,2025-01-01,2025,Human Resources,HR Manager,0,0.11397627643115008,0,0.2
3233,2025-01-01,2025,Human Resources,HR Manager,0,0.29411764705882354,1,0.2
3238,2025-01-01,2025,Sales,Sales Supervisor,1,0.4198473282442748,1,0.2
3240,2025-01-01,2025,Operations,Operations Executive,0,0.05102040816326531,0,0.2
3242,2025-01-01,2025,Information Technology,Software Engineer,0,0.15979381443298968,0,0.2
3246,2025-01-01,2025,Sales,Account Manager,0,0.07101167315175097,0,0.2
