MaNV,NgayThang,PhongBan,ChucDanh,ThucTeNghiViec,DuBaoNghiViec,XacSuatNghiViec,XacSuatNghiViecPct,MucRuiRo,Cluster,TenCum
1532,2025-01-01,Human Resources,Recruiter,0,0,0.07546332560561098,7.55,Thap,2,It tham nien - Khoi luong cong viec thap
1535,2025-01-01,Sales,Account Manager,0,0,0.07022874347527894,7.02,Thap,3,Cap bac cao - thu nhap cao
1536,2025-01-01,Sales,Sales Executive,1,0,0.1063009801246477,10.63,Thap,0,Lau nam - thang tien cham
1537,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.07747718103854782,7.75,Thap,3,Cap bac cao - thu nhap cao
1540,2025-01-01,Information Technology,System Administrator,0,0,0.05805518641298364,5.81,Thap,2,It tham nien - Khoi luong cong viec thap
1542,2025-01-01,Human Resources,HR Executive,1,0,0.14790341107599597,14.79,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1543,2025-01-01,Sales,Sales Executive,0,0,0.03514195320945274,3.51,Thap,3,Cap bac cao - thu nhap cao
1546,2025-01-01,Marketing,Digital Marketing Specialist,1,1,0.26785963757525794,26.79,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1547,2025-01-01,Operations,Warehouse Supervisor,0,1,0.2836740784137209,28.37,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1548,2025-01-01,Finance,Finance Manager,0,0,0.09350500106662768,9.35,Thap,0,Lau nam - thang tien cham
1550,2025-01-01,Marketing,Content Specialist,0,1,0.16072030450081606,16.07,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1557,2025-01-01,Finance,Internal Auditor,0,0,0.13146771588229664,13.15,Thap,3,Cap bac cao - thu nhap cao
1559,2025-01-01,Operations,Operations Manager,0,0,0.07380669810527678,7.38,Thap,2,It tham nien - Khoi luong cong viec thap
1560,2025-01-01,Finance,Internal Auditor,1,1,0.2401217746511529,24.01,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1562,2025-01-01,Human Resources,C&B Specialist,1,0,0.1273252869637366,12.73,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1564,2025-01-01,Sales,Account Manager,0,0,0.12538580341713293,12.54,Thap,2,It tham nien - Khoi luong cong viec thap
1565,2025-01-01,Marketing,Content Specialist,0,0,0.11637255702452229,11.64,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1568,2025-01-01,Finance,Internal Auditor,1,0,0.13331128651304178,13.33,Thap,0,Lau nam - thang tien cham
1570,2025-01-01,Information Technology,Software Engineer,0,0,0.11178801597069615,11.18,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1571,2025-01-01,Finance,Financial Analyst,0,1,0.18245788911452265,18.25,Trung binh,3,Cap bac cao - thu nhap cao
1576,2025-01-01,Operations,Warehouse Supervisor,0,0,0.07198002288900023,7.2,Thap,3,Cap bac cao - thu nhap cao
1579,2025-01-01,Operations,Operations Executive,0,1,0.20799124163188698,20.8,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1581,2025-01-01,Information Technology,System Administrator,0,1,0.1823111713299316,18.23,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1584,2025-01-01,Finance,Financial Analyst,0,0,0.09442656920177657,9.44,Thap,2,It tham nien - Khoi luong cong viec thap
1585,2025-01-01,Sales,Sales Representative,0,1,0.19677873784684788,19.68,Trung binh,0,Lau nam - thang tien cham
1586,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.12971373544986176,12.97,Thap,0,Lau nam - thang tien cham
1589,2025-01-01,Information Technology,IT Support,0,0,0.15024526209598651,15.02,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1590,2025-01-01,Finance,Internal Auditor,1,1,0.2405596344322399,24.06,Trung binh,2,It tham nien - Khoi luong cong viec thap
1591,2025-01-01,Finance,Finance Manager,1,0,0.08131986091749611,8.13,Thap,2,It tham nien - Khoi luong cong viec thap
1592,2025-01-01,Marketing,Marketing Manager,1,0,0.10977250866824302,10.98,Thap,2,It tham nien - Khoi luong cong viec thap
1593,2025-01-01,Sales,Sales Executive,1,0,0.08280863228941543,8.28,Thap,0,Lau nam - thang tien cham
1598,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.09799624526359381,9.8,Thap,3,Cap bac cao - thu nhap cao
1600,2025-01-01,Human Resources,HR Manager,1,0,0.14170368284717172,14.17,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1603,2025-01-01,Information Technology,Data Analyst,1,1,0.2078392928099753,20.78,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1604,2025-01-01,Human Resources,HR Manager,0,0,0.05819633163299,5.82,Thap,0,Lau nam - thang tien cham
1605,2025-01-01,Information Technology,System Administrator,0,1,0.2935016089534966,29.35,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1611,2025-01-01,Finance,Financial Analyst,0,1,0.20600033785010516,20.6,Trung binh,3,Cap bac cao - thu nhap cao
1612,2025-01-01,Information Technology,Data Analyst,0,0,0.09672478576255959,9.67,Thap,2,It tham nien - Khoi luong cong viec thap
1618,2025-01-01,Information Technology,System Administrator,0,1,0.16047537610418952,16.05,Trung binh,0,Lau nam - thang tien cham
1620,2025-01-01,Sales,Sales Executive,0,0,0.039162350611310834,3.92,Thap,2,It tham nien - Khoi luong cong viec thap
1621,2025-01-01,Information Technology,Software Engineer,0,0,0.07829730333446179,7.83,Thap,3,Cap bac cao - thu nhap cao
1623,2025-01-01,Human Resources,HR Manager,0,1,0.37095558691077746,37.1,Cao,0,Lau nam - thang tien cham
1624,2025-01-01,Sales,Sales Representative,0,0,0.09488122554025553,9.49,Thap,2,It tham nien - Khoi luong cong viec thap
1629,2025-01-01,Human Resources,Recruiter,0,0,0.06980348487645381,6.98,Thap,2,It tham nien - Khoi luong cong viec thap
1630,2025-01-01,Information Technology,Software Engineer,0,0,0.1005950575128069,10.06,Thap,3,Cap bac cao - thu nhap cao
1631,2025-01-01,Finance,Financial Analyst,0,0,0.06906806766838339,6.91,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1636,2025-01-01,Marketing,Marketing Manager,0,0,0.10125449650724301,10.13,Thap,3,Cap bac cao - thu nhap cao
1639,2025-01-01,Operations,Procurement Specialist,0,0,0.036769954139891446,3.68,Thap,2,It tham nien - Khoi luong cong viec thap
1640,2025-01-01,Marketing,Marketing Executive,0,0,0.0364280735560277,3.64,Thap,0,Lau nam - thang tien cham
1642,2025-01-01,Marketing,Marketing Manager,0,0,0.035748054838997234,3.57,Thap,2,It tham nien - Khoi luong cong viec thap
1643,2025-01-01,Finance,Financial Analyst,0,0,0.05231437306579856,5.23,Thap,2,It tham nien - Khoi luong cong viec thap
1645,2025-01-01,Marketing,Marketing Manager,0,0,0.09354757608483823,9.35,Thap,2,It tham nien - Khoi luong cong viec thap
1646,2025-01-01,Human Resources,C&B Specialist,0,1,0.1861498084227785,18.61,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1647,2025-01-01,Human Resources,HR Executive,0,0,0.13786242512240954,13.79,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1648,2025-01-01,Information Technology,QA Engineer,0,1,0.18909747333746293,18.91,Trung binh,2,It tham nien - Khoi luong cong viec thap
1649,2025-01-01,Finance,Finance Manager,0,1,0.20859227833800462,20.86,Trung binh,0,Lau nam - thang tien cham
1651,2025-01-01,Human Resources,HR Manager,0,0,0.07257080797713758,7.26,Thap,2,It tham nien - Khoi luong cong viec thap
1655,2025-01-01,Operations,Warehouse Supervisor,0,1,0.18917532763178105,18.92,Trung binh,2,It tham nien - Khoi luong cong viec thap
1657,2025-01-01,Information Technology,Software Engineer,0,0,0.03866653426298096,3.87,Thap,2,It tham nien - Khoi luong cong viec thap
1659,2025-01-01,Operations,Operations Manager,0,1,0.1982257099891159,19.82,Trung binh,2,It tham nien - Khoi luong cong viec thap
1663,2025-01-01,Operations,Operations Executive,0,0,0.12188436001026699,12.19,Thap,2,It tham nien - Khoi luong cong viec thap
1665,2025-01-01,Information Technology,IT Support,0,0,0.07399850658786603,7.4,Thap,2,It tham nien - Khoi luong cong viec thap
1670,2025-01-01,Human Resources,C&B Specialist,1,0,0.019664172518513212,1.97,Thap,2,It tham nien - Khoi luong cong viec thap
1673,2025-01-01,Human Resources,Recruiter,1,0,0.13629452153749883,13.63,Thap,0,Lau nam - thang tien cham
1676,2025-01-01,Sales,Account Manager,0,1,0.17024534984674108,17.02,Trung binh,3,Cap bac cao - thu nhap cao
1678,2025-01-01,Operations,Operations Executive,0,0,0.15516075426523576,15.52,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1679,2025-01-01,Information Technology,System Administrator,0,1,0.18663667904671294,18.66,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1680,2025-01-01,Information Technology,Data Analyst,1,1,0.17166789543802718,17.17,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1684,2025-01-01,Human Resources,HR Manager,0,1,0.1705580706139044,17.06,Trung binh,2,It tham nien - Khoi luong cong viec thap
1686,2025-01-01,Marketing,Content Specialist,0,0,0.03285840199847,3.29,Thap,2,It tham nien - Khoi luong cong viec thap
1687,2025-01-01,Marketing,Marketing Manager,0,0,0.13984387185247205,13.98,Thap,0,Lau nam - thang tien cham
1688,2025-01-01,Operations,Operations Executive,0,0,0.09068765090730167,9.07,Thap,3,Cap bac cao - thu nhap cao
1692,2025-01-01,Human Resources,HR Executive,0,0,0.0744428297964348,7.44,Thap,2,It tham nien - Khoi luong cong viec thap
1694,2025-01-01,Sales,Sales Supervisor,0,0,0.016496206533593027,1.65,Thap,2,It tham nien - Khoi luong cong viec thap
1698,2025-01-01,Finance,Accountant,0,0,0.09197040673862274,9.2,Thap,2,It tham nien - Khoi luong cong viec thap
1699,2025-01-01,Finance,Internal Auditor,0,0,0.12659521208957383,12.66,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1701,2025-01-01,Sales,Sales Representative,0,1,0.2146416224552364,21.46,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1703,2025-01-01,Operations,Procurement Specialist,0,1,0.18852836590838584,18.85,Trung binh,2,It tham nien - Khoi luong cong viec thap
1705,2025-01-01,Information Technology,Data Analyst,0,0,0.07047169933905847,7.05,Thap,3,Cap bac cao - thu nhap cao
1708,2025-01-01,Information Technology,Software Engineer,0,0,0.09664516853149208,9.66,Thap,2,It tham nien - Khoi luong cong viec thap
1709,2025-01-01,Marketing,Marketing Manager,1,0,0.1399593046768283,14.0,Thap,2,It tham nien - Khoi luong cong viec thap
1711,2025-01-01,Information Technology,IT Support,0,0,0.09098620676801814,9.1,Thap,2,It tham nien - Khoi luong cong viec thap
1717,2025-01-01,Sales,Sales Representative,1,0,0.13033801600622566,13.03,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1718,2025-01-01,Sales,Account Manager,0,0,0.1158669130073238,11.59,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1727,2025-01-01,Sales,Sales Representative,0,0,0.15831741168746374,15.83,Thap,0,Lau nam - thang tien cham
1728,2025-01-01,Sales,Account Manager,1,0,0.13632482027204987,13.63,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1729,2025-01-01,Information Technology,Data Analyst,0,1,0.28850767890184215,28.85,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1730,2025-01-01,Sales,Sales Representative,0,0,0.14517242625701302,14.52,Thap,2,It tham nien - Khoi luong cong viec thap
1731,2025-01-01,Human Resources,Recruiter,0,0,0.11461841636389276,11.46,Thap,2,It tham nien - Khoi luong cong viec thap
1733,2025-01-01,Sales,Sales Representative,0,1,0.17273948932611002,17.27,Trung binh,3,Cap bac cao - thu nhap cao
1734,2025-01-01,Sales,Sales Supervisor,0,0,0.1524562051299219,15.25,Thap,2,It tham nien - Khoi luong cong viec thap
1743,2025-01-01,Marketing,Marketing Manager,0,0,0.07268706668807805,7.27,Thap,0,Lau nam - thang tien cham
1745,2025-01-01,Finance,Accountant,0,0,0.04246712949929536,4.25,Thap,0,Lau nam - thang tien cham
1747,2025-01-01,Marketing,Marketing Executive,0,0,0.07115324857593254,7.12,Thap,3,Cap bac cao - thu nhap cao
1749,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.07479547884767428,7.48,Thap,3,Cap bac cao - thu nhap cao
1751,2025-01-01,Human Resources,HR Executive,0,0,0.13574643977778098,13.57,Thap,3,Cap bac cao - thu nhap cao
1752,2025-01-01,Marketing,Marketing Manager,0,0,0.14967498187907277,14.97,Thap,2,It tham nien - Khoi luong cong viec thap
1760,2025-01-01,Human Resources,C&B Specialist,0,1,0.22249744006633912,22.25,Trung binh,3,Cap bac cao - thu nhap cao
1761,2025-01-01,Marketing,Marketing Manager,0,1,0.1842324994252913,18.42,Trung binh,2,It tham nien - Khoi luong cong viec thap
1762,2025-01-01,Operations,Operations Manager,0,0,0.10825201871818488,10.83,Thap,3,Cap bac cao - thu nhap cao
1764,2025-01-01,Human Resources,HR Manager,0,0,0.14038567334466226,14.04,Thap,2,It tham nien - Khoi luong cong viec thap
1765,2025-01-01,Sales,Sales Executive,0,0,0.11693140371874797,11.69,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1767,2025-01-01,Marketing,Marketing Executive,0,1,0.16392812511194435,16.39,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1768,2025-01-01,Operations,Warehouse Supervisor,1,1,0.2033793139412297,20.34,Trung binh,2,It tham nien - Khoi luong cong viec thap
1771,2025-01-01,Marketing,Marketing Executive,1,1,0.18128402379428407,18.13,Trung binh,2,It tham nien - Khoi luong cong viec thap
1773,2025-01-01,Human Resources,HR Manager,0,0,0.03560097429520506,3.56,Thap,0,Lau nam - thang tien cham
1774,2025-01-01,Marketing,Content Specialist,0,0,0.11061670710015366,11.06,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1775,2025-01-01,Sales,Account Manager,0,0,0.11433374654138377,11.43,Thap,2,It tham nien - Khoi luong cong viec thap
1778,2025-01-01,Information Technology,Data Analyst,0,1,0.24098893164593183,24.1,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1781,2025-01-01,Operations,Warehouse Supervisor,0,0,0.08028033861343448,8.03,Thap,3,Cap bac cao - thu nhap cao
1787,2025-01-01,Information Technology,IT Support,1,0,0.11408031605837665,11.41,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1790,2025-01-01,Information Technology,Software Engineer,1,0,0.055136984214463405,5.51,Thap,2,It tham nien - Khoi luong cong viec thap
1792,2025-01-01,Information Technology,Software Engineer,0,0,0.08213632779799039,8.21,Thap,0,Lau nam - thang tien cham
1796,2025-01-01,Operations,Operations Manager,0,0,0.13544458125362435,13.54,Thap,2,It tham nien - Khoi luong cong viec thap
1798,2025-01-01,Sales,Sales Executive,0,1,0.16495126000761837,16.5,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1799,2025-01-01,Finance,Finance Manager,0,0,0.07364934491827788,7.36,Thap,2,It tham nien - Khoi luong cong viec thap
1802,2025-01-01,Marketing,Marketing Executive,1,0,0.13162347763407672,13.16,Thap,3,Cap bac cao - thu nhap cao
1805,2025-01-01,Human Resources,Recruiter,1,1,0.2854737223984085,28.55,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1808,2025-01-01,Marketing,Content Specialist,0,0,0.10274342940928925,10.27,Thap,2,It tham nien - Khoi luong cong viec thap
1815,2025-01-01,Marketing,Marketing Executive,0,1,0.16580908759543778,16.58,Trung binh,2,It tham nien - Khoi luong cong viec thap
1818,2025-01-01,Information Technology,Software Engineer,0,0,0.09920101482093104,9.92,Thap,2,It tham nien - Khoi luong cong viec thap
1820,2025-01-01,Information Technology,QA Engineer,0,1,0.21448889766865414,21.45,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1824,2025-01-01,Finance,Internal Auditor,0,0,0.12075893939821274,12.08,Thap,3,Cap bac cao - thu nhap cao
1829,2025-01-01,Information Technology,IT Support,0,1,0.17606065232754378,17.61,Trung binh,3,Cap bac cao - thu nhap cao
1833,2025-01-01,Finance,Finance Manager,0,1,0.1621788173144903,16.22,Trung binh,2,It tham nien - Khoi luong cong viec thap
1837,2025-01-01,Marketing,Content Specialist,1,1,0.20090662779873514,20.09,Trung binh,3,Cap bac cao - thu nhap cao
1838,2025-01-01,Information Technology,IT Support,0,0,0.1073829228700274,10.74,Thap,0,Lau nam - thang tien cham
1839,2025-01-01,Human Resources,HR Executive,0,0,0.061483700113814856,6.15,Thap,2,It tham nien - Khoi luong cong viec thap
1843,2025-01-01,Marketing,Marketing Executive,0,1,0.2307968658652649,23.08,Trung binh,3,Cap bac cao - thu nhap cao
1847,2025-01-01,Sales,Sales Supervisor,0,0,0.11426388827191615,11.43,Thap,3,Cap bac cao - thu nhap cao
1848,2025-01-01,Finance,Finance Manager,1,0,0.0,0.0,Thap,2,It tham nien - Khoi luong cong viec thap
1850,2025-01-01,Sales,Sales Supervisor,1,1,0.19989561823784782,19.99,Trung binh,3,Cap bac cao - thu nhap cao
1851,2025-01-01,Information Technology,Software Engineer,1,0,0.09509326979635217,9.51,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1852,2025-01-01,Sales,Sales Representative,0,0,0.0734503499705457,7.35,Thap,2,It tham nien - Khoi luong cong viec thap
1854,2025-01-01,Information Technology,QA Engineer,0,0,0.09423521504756117,9.42,Thap,3,Cap bac cao - thu nhap cao
1857,2025-01-01,Sales,Sales Representative,0,0,0.10022964661000598,10.02,Thap,0,Lau nam - thang tien cham
1859,2025-01-01,Information Technology,Data Analyst,0,0,0.11443381421028581,11.44,Thap,2,It tham nien - Khoi luong cong viec thap
1861,2025-01-01,Information Technology,Software Engineer,0,1,0.19010107893466616,19.01,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1865,2025-01-01,Marketing,Marketing Executive,1,1,0.20793026374022092,20.79,Trung binh,3,Cap bac cao - thu nhap cao
1872,2025-01-01,Sales,Sales Representative,0,0,0.10846821471719109,10.85,Thap,0,Lau nam - thang tien cham
1875,2025-01-01,Sales,Sales Executive,1,1,0.17148979822731783,17.15,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1878,2025-01-01,Information Technology,System Administrator,0,0,0.05670083477313912,5.67,Thap,2,It tham nien - Khoi luong cong viec thap
1883,2025-01-01,Finance,Accountant,0,1,0.3119173703675425,31.19,Cao,1,Khoi luong cong viec cao - uu tien giu chan
1884,2025-01-01,Sales,Account Manager,0,0,0.058715590371447884,5.87,Thap,2,It tham nien - Khoi luong cong viec thap
1886,2025-01-01,Information Technology,System Administrator,0,0,0.15174370821489203,15.17,Thap,3,Cap bac cao - thu nhap cao
1887,2025-01-01,Marketing,Marketing Executive,0,0,0.08124928771319583,8.12,Thap,2,It tham nien - Khoi luong cong viec thap
1889,2025-01-01,Information Technology,QA Engineer,0,0,0.1359887569245873,13.6,Thap,3,Cap bac cao - thu nhap cao
1891,2025-01-01,Finance,Internal Auditor,0,0,0.15550186567641122,15.55,Thap,2,It tham nien - Khoi luong cong viec thap
1892,2025-01-01,Sales,Sales Executive,0,0,0.13935111452383192,13.94,Thap,3,Cap bac cao - thu nhap cao
1894,2025-01-01,Finance,Financial Analyst,0,0,0.09090843294984699,9.09,Thap,2,It tham nien - Khoi luong cong viec thap
1895,2025-01-01,Information Technology,Data Analyst,0,0,0.07698624433124486,7.7,Thap,3,Cap bac cao - thu nhap cao
1900,2025-01-01,Information Technology,System Administrator,0,1,0.1906977901161571,19.07,Trung binh,0,Lau nam - thang tien cham
1901,2025-01-01,Finance,Internal Auditor,0,0,0.0538957895855373,5.39,Thap,2,It tham nien - Khoi luong cong viec thap
1903,2025-01-01,Finance,Financial Analyst,0,1,0.2216642193731035,22.17,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1905,2025-01-01,Finance,Financial Analyst,1,0,0.15854011321386713,15.85,Thap,0,Lau nam - thang tien cham
1906,2025-01-01,Information Technology,Software Engineer,0,0,0.07815559571787949,7.82,Thap,2,It tham nien - Khoi luong cong viec thap
1909,2025-01-01,Marketing,Marketing Executive,0,0,0.05702802686135307,5.7,Thap,2,It tham nien - Khoi luong cong viec thap
1910,2025-01-01,Information Technology,IT Support,0,0,0.10466983039310397,10.47,Thap,2,It tham nien - Khoi luong cong viec thap
1912,2025-01-01,Operations,Operations Manager,1,1,0.16279828504906949,16.28,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1914,2025-01-01,Marketing,Marketing Executive,0,0,0.07253600335177819,7.25,Thap,2,It tham nien - Khoi luong cong viec thap
1916,2025-01-01,Information Technology,QA Engineer,0,0,0.12066966274076338,12.07,Thap,0,Lau nam - thang tien cham
1917,2025-01-01,Human Resources,HR Executive,0,0,0.0806643069613386,8.07,Thap,0,Lau nam - thang tien cham
1919,2025-01-01,Human Resources,Recruiter,0,0,0.14379783905990579,14.38,Thap,3,Cap bac cao - thu nhap cao
1921,2025-01-01,Sales,Sales Executive,0,0,0.11447599150428822,11.45,Thap,0,Lau nam - thang tien cham
1922,2025-01-01,Marketing,Marketing Manager,0,1,0.17433843310989544,17.43,Trung binh,2,It tham nien - Khoi luong cong viec thap
1923,2025-01-01,Sales,Account Manager,0,0,0.06772337858195203,6.77,Thap,2,It tham nien - Khoi luong cong viec thap
1924,2025-01-01,Marketing,Content Specialist,0,1,0.21889498385720588,21.89,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1926,2025-01-01,Human Resources,HR Manager,0,0,0.07840248416653632,7.84,Thap,2,It tham nien - Khoi luong cong viec thap
1927,2025-01-01,Marketing,Content Specialist,1,1,0.17060861534232924,17.06,Trung binh,2,It tham nien - Khoi luong cong viec thap
1930,2025-01-01,Sales,Account Manager,0,0,0.12133686087152705,12.13,Thap,3,Cap bac cao - thu nhap cao
1931,2025-01-01,Information Technology,IT Support,0,0,0.06771128750987787,6.77,Thap,2,It tham nien - Khoi luong cong viec thap
1934,2025-01-01,Human Resources,HR Executive,0,1,0.2711517403505007,27.12,Trung binh,0,Lau nam - thang tien cham
1935,2025-01-01,Finance,Accountant,1,1,0.2533736803413007,25.34,Trung binh,3,Cap bac cao - thu nhap cao
1937,2025-01-01,Finance,Finance Manager,0,0,0.11922966231655849,11.92,Thap,2,It tham nien - Khoi luong cong viec thap
1938,2025-01-01,Sales,Account Manager,0,0,0.05879581140357972,5.88,Thap,2,It tham nien - Khoi luong cong viec thap
1939,2025-01-01,Human Resources,HR Executive,1,0,0.1300960143263046,13.01,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1940,2025-01-01,Operations,Operations Executive,1,1,0.17612957477663613,17.61,Trung binh,3,Cap bac cao - thu nhap cao
1942,2025-01-01,Information Technology,IT Support,0,0,0.03963925299205926,3.96,Thap,2,It tham nien - Khoi luong cong viec thap
1943,2025-01-01,Sales,Account Manager,0,1,0.19863951237662414,19.86,Trung binh,2,It tham nien - Khoi luong cong viec thap
1946,2025-01-01,Operations,Operations Manager,0,1,0.28941894108695304,28.94,Trung binh,2,It tham nien - Khoi luong cong viec thap
1949,2025-01-01,Finance,Finance Manager,1,0,0.1455955616910277,14.56,Thap,3,Cap bac cao - thu nhap cao
1950,2025-01-01,Sales,Sales Supervisor,0,1,0.16396558430946384,16.4,Trung binh,2,It tham nien - Khoi luong cong viec thap
1951,2025-01-01,Operations,Warehouse Supervisor,0,1,0.2063227319318318,20.63,Trung binh,0,Lau nam - thang tien cham
1954,2025-01-01,Operations,Operations Manager,0,1,0.20734495912340312,20.73,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1955,2025-01-01,Finance,Internal Auditor,0,1,0.21660005577001074,21.66,Trung binh,3,Cap bac cao - thu nhap cao
1956,2025-01-01,Human Resources,HR Executive,0,1,0.16414219207848035,16.41,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1958,2025-01-01,Sales,Sales Representative,0,0,0.13686401652346275,13.69,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1962,2025-01-01,Operations,Operations Manager,1,1,0.37914914631052404,37.91,Cao,1,Khoi luong cong viec cao - uu tien giu chan
1964,2025-01-01,Sales,Sales Supervisor,1,1,0.4319042681961295,43.19,Cao,1,Khoi luong cong viec cao - uu tien giu chan
1965,2025-01-01,Marketing,Marketing Manager,0,0,0.09657971766482298,9.66,Thap,2,It tham nien - Khoi luong cong viec thap
1966,2025-01-01,Finance,Financial Analyst,0,0,0.11740230176774089,11.74,Thap,3,Cap bac cao - thu nhap cao
1967,2025-01-01,Information Technology,IT Support,0,0,0.08083090008116947,8.08,Thap,3,Cap bac cao - thu nhap cao
1968,2025-01-01,Human Resources,HR Executive,0,0,0.0885685213831417,8.86,Thap,2,It tham nien - Khoi luong cong viec thap
1969,2025-01-01,Human Resources,Recruiter,0,1,0.18415421652592384,18.42,Trung binh,0,Lau nam - thang tien cham
1970,2025-01-01,Sales,Sales Representative,0,0,0.08082663747136047,8.08,Thap,2,It tham nien - Khoi luong cong viec thap
1971,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.07667024885886244,7.67,Thap,0,Lau nam - thang tien cham
1973,2025-01-01,Marketing,Digital Marketing Specialist,0,0,0.10155964689230887,10.16,Thap,2,It tham nien - Khoi luong cong viec thap
1974,2025-01-01,Human Resources,HR Manager,0,0,0.13418153309401662,13.42,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1975,2025-01-01,Operations,Warehouse Supervisor,1,1,0.4191393560061854,41.91,Cao,1,Khoi luong cong viec cao - uu tien giu chan
1976,2025-01-01,Human Resources,Recruiter,0,1,0.2136786813849676,21.37,Trung binh,3,Cap bac cao - thu nhap cao
1977,2025-01-01,Operations,Procurement Specialist,0,1,0.2665513230449113,26.66,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
1979,2025-01-01,Human Resources,HR Manager,0,1,0.18484030878406527,18.48,Trung binh,2,It tham nien - Khoi luong cong viec thap
1980,2025-01-01,Sales,Sales Representative,1,0,0.11637496442896747,11.64,Thap,0,Lau nam - thang tien cham
1983,2025-01-01,Finance,Internal Auditor,0,0,0.11018039233325573,11.02,Thap,2,It tham nien - Khoi luong cong viec thap
1984,2025-01-01,Human Resources,HR Manager,0,0,0.10000381834209995,10.0,Thap,1,Khoi luong cong viec cao - uu tien giu chan
1986,2025-01-01,Marketing,Marketing Executive,0,0,0.05521138674038168,5.52,Thap,3,Cap bac cao - thu nhap cao
1987,2025-01-01,Sales,Sales Executive,0,0,0.10370807259354603,10.37,Thap,2,It tham nien - Khoi luong cong viec thap
1990,2025-01-01,Operations,Operations Executive,0,0,0.06033736641615099,6.03,Thap,0,Lau nam - thang tien cham
1992,2025-01-01,Information Technology,IT Support,0,0,0.08671044049318477,8.67,Thap,0,Lau nam - thang tien cham
1993,2025-01-01,Human Resources,Recruiter,0,0,0.11530505407093065,11.53,Thap,2,It tham nien - Khoi luong cong viec thap
1994,2025-01-01,Sales,Sales Representative,0,1,0.1681553349939345,16.82,Trung binh,2,It tham nien - Khoi luong cong viec thap
1997,2025-01-01,Sales,Sales Representative,0,1,0.33882529115293736,33.88,Cao,1,Khoi luong cong viec cao - uu tien giu chan
2000,2025-01-01,Information Technology,Data Analyst,0,0,0.07482729426424302,7.48,Thap,3,Cap bac cao - thu nhap cao
2001,2025-01-01,Human Resources,C&B Specialist,0,0,0.03693547387200033,3.69,Thap,3,Cap bac cao - thu nhap cao
2003,2025-01-01,Finance,Finance Manager,0,0,0.07807855601284118,7.81,Thap,2,It tham nien - Khoi luong cong viec thap
2005,2025-01-01,Marketing,Marketing Manager,0,1,0.19783133176087184,19.78,Trung binh,1,Khoi luong cong viec cao - uu tien giu chan
2007,2025-01-01,Sales,Sales Supervisor,0,1,0.19877459291561245,19.88,Trung binh,0,Lau nam - thang tien cham
